rule_id,graph,guideline,node,severity,effect_type,condition,actions,clinical_question,expected_answer,evidence_cited,clinician_agrees,clinician_notes
ACLS-SHOCKABLE-NO-BICARB-ADDITIONAL,acls_cardiac_arrest,AHA ACLS Cardiac Arrest Management,shockable_pathway,HIGH,FORBIDDEN,'shockable_rhythm' in patient.comorbidities or 'vfib' in patient.comorbidities or 'vtach' in patient.comorbidities,"give_routine_bicarbonate_in_shockable_arrest, delay_defibrillation_for_bicarbonate_push","Clinical scenario: patient has shockable rhythm OR patient has vfib OR patient has vtach
Context: Routine bicarbonate in VF/pVT is not recommended; it delays defibrillation and may worsen intracellular acidosis via CO2 generation.
Question: Is it safe to give routine bicarbonate in shockable arrest, delay defibrillation for bicarbonate push?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",AHA ACLS 2020; routine sodium bicarbonate is not recommended in shockable arrest; it delays defibrillation and worsens intracellular acidosis,,
ACLS-NONSHOCKABLE-NO-BICARB-ADDITIONAL,acls_cardiac_arrest,AHA ACLS Cardiac Arrest Management,shockable_pathway,HIGH,FORBIDDEN,'nonshockable_rhythm' in patient.comorbidities or 'pea' in patient.comorbidities or 'asystole' in patient.comorbidities,"give_routine_bicarbonate_in_nonshockable_arrest, substitute_bicarbonate_for_epinephrine_in_pea","Clinical scenario: patient has nonshockable rhythm OR patient has pea OR patient has asystole
Context: Routine bicarbonate in PEA/asystole is not recommended and should not replace epinephrine as first-line treatment.
Question: Is it safe to give routine bicarbonate in nonshockable arrest, substitute bicarbonate for epinephrine in pea?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",AHA ACLS 2020; routine bicarbonate not indicated in PEA/asystole,,
ACLS-NONSHOCKABLE-NO-ATROPINE,acls_cardiac_arrest,AHA ACLS Cardiac Arrest Management,non_shockable_pathway,HIGH,FORBIDDEN,'asystole' in patient.cardiac_rhythm or 'pea' in patient.cardiac_rhythm,give_atropine_for_asystole,"Clinical scenario: 'asystole' in patient.cardiac rhythm OR 'pea' in patient.cardiac rhythm
Context: Converted from unconditional: atropine no longer recommended for asystole/PEA; removed from ACLS algorithm in 2010 due to lack of evidence
Question: Is it safe to give atropine for asystole?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",AHA ACLS 2025 Section 5.2; atropine removed from asystole/PEA algorithm in 2010,,
ACLS-NONSHOCKABLE-NO-DEFIB-ASYSTOLE,acls_cardiac_arrest,AHA ACLS Cardiac Arrest Management,non_shockable_pathway,HIGH,FORBIDDEN,'asystole' in patient.cardiac_rhythm,deliver_defibrillation_asystole,"Clinical scenario: 'asystole' in patient.cardiac rhythm
Context: Converted from unconditional: defibrillation is only for shockable rhythms (VF/pVT); delivering shock in asystole delays CPR without benefit
Question: Is it safe to deliver defibrillation asystole?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",AHA ACLS 2025 Section 5.2; defibrillation has no role in asystole,,
ACLS-NONSHOCKABLE-NO-AMIODARONE-ASYSTOLE,acls_cardiac_arrest,AHA ACLS Cardiac Arrest Management,non_shockable_pathway,HIGH,FORBIDDEN,'asystole' in patient.cardiac_rhythm or 'pea' in patient.cardiac_rhythm,give_amiodarone_for_asystole,"Clinical scenario: 'asystole' in patient.cardiac rhythm OR 'pea' in patient.cardiac rhythm
Context: Converted from unconditional: amiodarone is indicated only for refractory VF/pVT; no role in asystole or PEA
Question: Is it safe to give amiodarone for asystole?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",AHA ACLS 2025 Section 5.2; amiodarone is an antiarrhythmic for refractory VF/pVT only,,
ACLS-NONSHOCKABLE-NO-BICARB-ROUTINE,acls_cardiac_arrest,AHA ACLS Cardiac Arrest Management,non_shockable_pathway,HIGH,FORBIDDEN,"patient.labs.get('ph', 7.35) > 7.1",give_sodium_bicarbonate_routine,"Clinical scenario: patient.labs.get('ph', 7.35) > 7.1
Context: Converted from unconditional: routine bicarbonate not recommended unless severe acidosis (pH <7.1) or known hyperkalemia
Question: Is it safe to give sodium bicarbonate routine?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",AHA ACLS 2025 Section 6.2; bicarbonate only for severe acidosis (pH <7.1) or hyperkalemia,,
ACLS-OPIOID-NALOXONE,acls_cardiac_arrest,AHA ACLS Cardiac Arrest Management,non_shockable_pathway,HIGH,REQUIRED,'opioid_suspected' in patient.comorbidities or 'opioid_overdose' in patient.history,give_naloxone,"Clinical scenario: patient has opioid suspected OR 'opioid overdose' in patient.history
Context: For suspected opioid-related cardiac arrest, naloxone should be administered alongside standard ACLS.
Question: Should the clinician give naloxone?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","AHA 2025 Section 6.5: Opioid-Related Arrest; Panchal AR, Circulation 2020",,
ACLS-POST-NO-EARLY-NEUROPROG,acls_cardiac_arrest,AHA ACLS Cardiac Arrest Management,post_cardiac_arrest_care,HIGH,FORBIDDEN,True,neuroprognosticate_before_72h,"Clinical scenario: True
Context: Converted from unconditional: neuroprognostication before 72h after ROSC is unreliable due to effects of sedation, hypothermia, and early brain injury evolution
Question: Is it safe to neuroprognosticate before 72h?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AHA ACLS 2025 Section 7; Sandroni C, Intensive Care Med 2014",,
OB-TXA-WITHIN-3H-DELIVERY,acog_obstetric_hemorrhage,ACOG 2024 Postpartum Hemorrhage Guidelines,massive_transfusion_ob,HIGH,FORBIDDEN,"patient.presentation.get('hours_since_delivery', 0) > 3",give_tranexamic_acid,"Clinical scenario: patient.presentation.get('hours since delivery', 0) > 3
Context: TXA benefit in PPH is limited to within 3 hours of delivery (WOMAN trial). After 3h, the risk-benefit ratio is unfavorable.

Question: Is it safe to give tranexamic acid?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","WOMAN Trial, Lancet 2017 - TXA benefit only within 3h of delivery",,
DKA-EUGLY-SGLT2-DEXTROSE,ada_dka_management,ADA Diabetic Ketoacidosis Management,initial_assessment,HIGH,REQUIRED,'sglt2_inhibitor' in patient.medications,"add_dextrose_to_iv, stop_sglt2_inhibitor","Clinical scenario: patient is on sglt2 inhibitor
Context: SGLT2 inhibitor patients may present with euglycemic DKA. Dextrose required.
Question: Should the clinician add dextrose to IV fluids, stop SGLT2 inhibitor?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","ADA 2024, Section 16.2; FDA Safety Communication 2015",,
DKA-EUGLY-SGLT2-DEXTROSE-FORBIDDEN,ada_dka_management,ADA Diabetic Ketoacidosis Management,initial_assessment,HIGH,FORBIDDEN,'sglt2_inhibitor' in patient.medications,"continue_sglt2_inhibitor_in_dka, withhold_dextrose_in_euglycemic_dka","Clinical scenario: patient is on sglt2 inhibitor
Context: SGLT2 inhibitors must be stopped in DKA; euglycemic DKA requires dextrose to allow continued insulin without hypoglycemia.
Question: Is it safe to continue sglt2 inhibitor in dka, withhold dextrose in euglycemic dka?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ADA DKA Guidelines 2024; SGLT2i causes euglycemic DKA; withholding dextrose delays anion gap closure,,
DKA-METFORMIN-STOP,ada_dka_management,ADA Diabetic Ketoacidosis Management,initial_assessment,HIGH,REQUIRED,'metformin' in patient.medications,stop_metformin,"Clinical scenario: patient is on metformin
Context: Metformin must be stopped in DKA due to lactic acidosis risk.
Question: Should the clinician stop metformin?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","ADA 2024; DeFronzo RA et al, Metformin-associated lactic acidosis",,
DKA-METFORMIN-STOP-FORBIDDEN,ada_dka_management,ADA Diabetic Ketoacidosis Management,initial_assessment,HIGH,FORBIDDEN,'metformin' in patient.medications,"continue_metformin_in_dka, restart_metformin_before_dka_resolved","Clinical scenario: patient is on metformin
Context: Metformin in DKA compounds metabolic acidosis via lactic acid production; must not continue or restart before resolution.
Question: Is it safe to continue metformin in dka, restart metformin before dka resolved?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ADA DKA Guidelines 2024; FDA Label; metformin in metabolic acidosis causes fatal lactic acidosis,,
DKA-PREGNANCY-MONITORING,ada_dka_management,ADA Diabetic Ketoacidosis Management,initial_assessment,HIGH,REQUIRED,'pregnancy' in patient.comorbidities,"continuous_fetal_monitoring, consult_obstetrics","Clinical scenario: patient has pregnancy
Context: Pregnant DKA patients require fetal monitoring and OB consultation.
Question: Should the clinician continuous fetal monitoring, consult obstetrics?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required",ADA 2024; ACOG Practice Bulletin 2018,,
DKA-CKD-CAUTIOUS,ada_dka_management,ADA Diabetic Ketoacidosis Management,initial_assessment,HIGH,FORBIDDEN,'ckd' in str(patient.comorbidities),"aggressive_fluid_bolus, give_nsaid, give_potassium_iv, give_potassium_replacement","Clinical scenario: 'ckd' in str(patient.comorbidities)
Context: CKD in DKA: cautious fluids, no NSAIDs, careful K+ management.
Question: Is it safe to aggressive fluid bolus, give nsaid, give IV potassium, give potassium replacement?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ADA 2024; KDIGO AKI 2012,,
DKA-ALCOHOLIC-KETOACIDOSIS,ada_dka_management,ADA Diabetic Ketoacidosis Management,initial_assessment,HIGH,FORBIDDEN,'chronic_alcohol_use' in patient.comorbidities,"give_glucose_without_thiamine, give_insulin_for_normal_glucose","Clinical scenario: patient has chronic alcohol use
Context: Alcoholic ketoacidosis: give thiamine before glucose, don't give insulin if normoglycemic.
Question: Is it safe to give glucose without thiamine, give insulin for normal glucose?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","ADA 2024; McGuire LC, Emerg Med Clin 2006",,
DKA-STEMI-OVERLAP,ada_dka_management,ADA Diabetic Ketoacidosis Management,initial_assessment,HIGH,FORBIDDEN,'smoking_history' in patient.comorbidities and 'hyperlipidemia' in patient.comorbidities,"delay_cath_lab_for_dka_resolution, give_bicarbonate_without_indication","Clinical scenario: patient has smoking history AND patient has hyperlipidemia
Context: DKA+STEMI overlap: don't delay reperfusion for DKA resolution.
Question: Is it safe to delay cath lab for dka resolution, give bicarbonate without indication?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ADA 2024; AHA/ACC 2013,,
DKA-PEDIATRIC-NO-BICARB,ada_dka_management,ADA Diabetic Ketoacidosis Management,severe_dka_pathway,HIGH,FORBIDDEN,patient.age < 18,give_bicarbonate,"Clinical scenario: patient age < 18
Context: Bicarbonate contraindicated in pediatric DKA.
Question: Is it safe to administer sodium bicarbonate?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","ISPAD 2022, Chapter 11",,
ACS-LATE-NO-FIBRINOLYTIC,aha_chest_pain_evaluation,AHA Chest Pain Evaluation,stemi_pathway,HIGH,FORBIDDEN,patient.presentation.symptom_onset_hours > 12,"give_fibrinolytic, give_tenecteplase, give_alteplase","Clinical scenario: patient.presentation.symptom onset hours > 12
Context: Fibrinolytics after 12 hours provide no benefit and increase bleeding risk.
Question: Is it safe to give fibrinolytic, give tenecteplase, give alteplase?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","ESC 2023 ACS Guidelines; FTT Collaborative, Lancet 1994",,
ACS-SILENT-MI-NO-DISCHARGE,aha_chest_pain_evaluation,AHA Chest Pain Evaluation,stemi_pathway,HIGH,FORBIDDEN,'diabetic_neuropathy' in patient.comorbidities,discharge_with_vague_complaints,"Clinical scenario: patient has diabetic neuropathy
Context: Diabetic neuropathy masks MI symptoms. Never dismiss vague complaints.
Question: Is it safe to discharge with vague complaints?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AHA/ACC 2014; Zellweger MJ, Eur Heart J 2004",,
ACS-CKD-ENOXAPARIN-ADJUST,aha_chest_pain_evaluation,AHA Chest Pain Evaluation,nste_acs_pathway,HIGH,FORBIDDEN,patient.labs.egfr < 30,"give_enoxaparin_full_dose, give_enoxaparin_1mg_kg_bid","Clinical scenario: eGFR < 30
Context: Full-dose enoxaparin in severe CKD causes hemorrhage.
Question: Is it safe to give enoxaparin full dose, give enoxaparin 1mg kg bid?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AHA/ACC 2014; Spinler SA, Pharmacotherapy 2003",,
ACS-TICAGRELOR-CABG-WASHOUT,aha_chest_pain_evaluation,AHA Chest Pain Evaluation,nste_acs_pathway,HIGH,FORBIDDEN,'ticagrelor_recent' in patient.medications,proceed_to_cabg_within_5_days,"Clinical scenario: patient is on ticagrelor recent
Context: Ticagrelor requires 5-day washout before CABG.
Question: Is it safe to proceed to cabg within 5 days?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",ACC/AHA 2016 Dual Antiplatelet Therapy; PLATO Trial,,
HF-NSAID-FORBIDDEN,aha_heart_failure_2022,AHA/ACC/HFSA Heart Failure Guideline,hfref_gdmt,HIGH,REQUIRED,'nsaid_use' in patient.medications or 'ibuprofen' in patient.medications,"discontinue_nsaid, give_acetaminophen_alternative","Clinical scenario: patient is on nsaid use OR patient is on ibuprofen
Context: NSAIDs cause sodium and fluid retention, worsening heart failure.
Question: Should the clinician discontinue nsaid, give acetaminophen alternative?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required","AHA/ACC 2022 HF Guidelines, Class III (Harm)",,
HF-NSAID-SPECIFIC-DRUGS,aha_heart_failure_2022,AHA/ACC/HFSA Heart Failure Guideline,hfref_gdmt,HIGH,FORBIDDEN,'nsaid_use' in patient.medications or 'ibuprofen' in patient.medications or 'naproxen' in patient.medications or 'celecoxib' in patient.medications or 'osteoarthritis' in patient.comorbidities,"continue_nsaid, give_ibuprofen, give_naproxen, give_celecoxib","Clinical scenario: patient is on nsaid use OR patient is on ibuprofen OR patient is on naproxen OR patient is on celecoxib OR patient has osteoarthritis
Context: Specific NSAIDs forbidden in HF patients.
Question: Is it safe to continue nsaid, give ibuprofen, give naproxen, give celecoxib?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AHA/ACC 2022 HF Guidelines, Class III (Harm)",,
HF-OVERDIURESIS-VARIANT,aha_heart_failure_2022,AHA/ACC/HFSA Heart Failure Guideline,hfref_gdmt,HIGH,FORBIDDEN,'hfpef' in patient.comorbidities,"give_high_dose_diuretics, increase_furosemide, add_metolazone","Clinical scenario: patient has hfpef
Context: HFpEF patients are preload-sensitive - aggressive diuresis causes hypotension.
Question: Is it safe to give high dose diuretics, increase furosemide, add metolazone?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AHA/ACC 2022 HF Guidelines, Section 10.2",,
HF-OVERDIURESIS-HYPOVOLEMIA-SPECIFIC,aha_heart_failure_2022,AHA/ACC/HFSA Heart Failure Guideline,hfref_gdmt,HIGH,FORBIDDEN,"patient.labs.get('creatinine', 1.0) > 2.0 or patient.vitals.get('sbp', 120) < 90","escalate_diuresis_in_cardiorenal_syndrome, give_aggressive_diuresis_in_hypotensive_hf","Clinical scenario: patient.labs.get('creatinine', 1.0) > 2.0 OR patient.vitals.get('sbp', 120) < 90
Context: Aggressive diuresis in HF with rising creatinine or hypotension causes cardiorenal syndrome progression and hemodynamic collapse.
Question: Is it safe to escalate diuresis in cardiorenal syndrome, give aggressive diuresis in hypotensive hf?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",AHA HF 2022; over-diuresis in cardiorenal syndrome worsens renal function and causes hemodynamic collapse,,
HF-BRADYCARDIA-NO-BB-INCREASE,aha_heart_failure_2022,AHA/ACC/HFSA Heart Failure Guideline,adhf_management,HIGH,FORBIDDEN,patient.vitals.heart_rate < 50 or 'av_block' in patient.comorbidities,"increase_beta_blocker, add_digoxin, add_ivabradine","Clinical scenario: patient.vitals.heart rate < 50 OR patient has av block
Context: Rate-lowering agents in bradycardia or AV block risk complete heart block.
Question: Is it safe to increase beta blocker, add digoxin, add ivabradine?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AHA/ACC 2022 HF Guidelines, Section 7.3.1",,
HF-OVERDIURESIS-STOP,aha_heart_failure_2022,AHA/ACC/HFSA Heart Failure Guideline,adhf_management,HIGH,FORBIDDEN,patient.labs.bun_cr_ratio > 20 and patient.vitals.sbp_orthostatic_drop > 20,"give_high_dose_diuretics, increase_furosemide, add_metolazone","Clinical scenario: patient.labs.bun cr ratio > 20 AND systolic BP orthostatic drop > 20
Context: Over-diuresis causes acute kidney injury and electrolyte derangements.
Question: Is it safe to give high dose diuretics, increase furosemide, add metolazone?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AHA/ACC 2022 HF Guidelines, Section 10.2; Testani JM, JACC 2011",,
STROKE-SEIZURE-MIMIC-NO-TPA,aha_stroke_2019,AHA/ASA Acute Ischemic Stroke Guideline,tpa_eligibility_assessment,HIGH,FORBIDDEN,'seizure_at_onset' in patient.history or 'todds_paralysis' in patient.comorbidities,"give_alteplase_without_ruling_out_mimic, give_tpa_for_todds_paralysis","Clinical scenario: 'seizure at onset' in patient.history OR patient has todds paralysis
Context: Seizure at onset may indicate stroke mimic. tPA without exclusion is harmful.
Question: Is it safe to give alteplase without ruling out mimic, give tpa for todds paralysis?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AHA/ASA 2019, Section 3.4 Stroke Mimics",,
STROKE-POSTERIOR-NO-DISCHARGE-LOW-NIHSS,aha_stroke_2019,AHA/ASA Acute Ischemic Stroke Guideline,tpa_eligibility_assessment,HIGH,FORBIDDEN,'posterior_circulation' in patient.presentation or 'vertebrobasilar' in patient.presentation,"discharge_with_low_nihss, withhold_treatment_based_on_low_nihss","Clinical scenario: 'posterior circulation' in patient.presentation OR 'vertebrobasilar' in patient.presentation
Context: Posterior circulation strokes may have low NIHSS but devastating outcomes.
Question: Is it safe to discharge with low nihss, withhold treatment based on low nihss?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AHA/ASA 2019, Section 3.6 Posterior Circulation Stroke",,
STROKE-WARFARIN-PCC-PREFERRED,aha_stroke_2019,AHA/ASA Acute Ischemic Stroke Guideline,hemorrhagic_stroke_management,HIGH,FORBIDDEN,'warfarin' in patient.medications and 'intracerebral_hemorrhage' in patient.imaging,"give_ffp_as_sole_reversal, delay_reversal_for_inr_result","Clinical scenario: patient is on warfarin AND 'intracerebral hemorrhage' in patient.imaging
Context: FFP alone is insufficient for warfarin reversal in ICH. PCC preferred.
Question: Is it safe to give ffp as sole reversal, delay reversal for inr result?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated","AHA/ASA 2022 ICH Guidelines, Section 5.2; Steiner T, Stroke 2016",,
ANA-BETA-BLOCKER-GLUCAGON,anaphylaxis_management,WAO/EAACI Anaphylaxis Management,epinephrine_administration,HIGH,REQUIRED,'beta_blocker' in patient.medications,give_glucagon,"Clinical scenario: patient is on beta blocker
Context: Beta-blocker patients may be resistant to epinephrine; glucagon bypasses beta-adrenergic blockade via direct cAMP stimulation.
Question: Should the clinician give glucagon?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required",WAO 2024 Section 4.3; EAACI 2024 Section 5.2,,
ANA-BETA-BLOCKER-GLUCAGON-FORBIDDEN,anaphylaxis_management,WAO/EAACI Anaphylaxis Management,epinephrine_administration,HIGH,FORBIDDEN,'beta_blocker' in patient.medications,"give_additional_beta_blocker_in_anaphylaxis, withhold_glucagon_despite_epi_resistance","Clinical scenario: patient is on beta blocker
Context: Beta-blocker patients may not respond to epinephrine; additional beta-blockade worsens anaphylactic shock.
Question: Is it safe to give additional beta blocker in anaphylaxis, withhold glucagon despite epi resistance?
[ ] Yes, safe  [ ] No, contraindicated  [ ] Depends (explain)","No, contraindicated",WAO 2024 Section 4.3; EAACI 2024 Section 5.2; beta-blocker patients are epinephrine-resistant,,
ANA-PREGNANCY-LEFT-LATERAL,anaphylaxis_management,WAO/EAACI Anaphylaxis Management,epinephrine_administration,HIGH,REQUIRED,'pregnancy' in patient.comorbidities,position_left_lateral_decubitus,"Clinical scenario: patient has pregnancy
Context: Pregnant patients must be positioned in left lateral decubitus to prevent aortocaval compression by the gravid uterus.
Question: Should the clinician position left lateral decubitus?
[ ] Yes, required  [ ] No, not needed  [ ] Depends (explain)","Yes, required",WAO 2024 Section 6.1; EAACI 2024 Special Populations,,
